run_id,ts,world_id,campaign_id,task_id,model_id,provider,agent_config_id,environment,reasoning_effort,grader_type,status,score,passed,num_verifiers,num_verifiers_passed,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,cost_usd,duration_ms,num_tool_calls
run_mpaecr6o_194654,2026-05-17T23:19:00Z,w_0015,cmp_0007,task_873,m_gpt4o,openai,ac_lighthouse,prod,high,gt,timeout,,0,7,0,72906,106134,0,9227,1.271286,,17
run_mp9nk8yo_497194,2026-05-17T10:49:00Z,w_0014,cmp_0006,task_383,m_gpt4o,openai,ac_terminus,prod,medium,programmatic,completed,0.4436,0,7,3,13709,6087,0,0,0.095143,105785,35
run_mp9l0xxc_608804,2026-05-17T09:38:00Z,w_0010,cmp_0002,task_210,m_gemini_flash,google,ac_single_shot,prod,low,gt,completed,0.3497,0,6,2,136514,17690,143028,27721,0.077561,39665,0
run_mpa7up9c_478239,2026-05-17T20:17:00Z,w_0006,cmp_0006,task_3521,m_claude_sonnet,anthropic,ac_stirrup,prod,high,judge,completed,0.5379,0,3,2,61958,33044,0,220659,1.509005,24103,26
run_mpabqvk0_885332,2026-05-17T22:06:00Z,w_0013,cmp_0005,task_1135,m_claude_haiku,anthropic,ac_lighthouse,staging,medium,judge,completed,0.3777,0,6,2,37751,74400,0,22402,0.350203,64035,13
run_mp90p7c0_672379,2026-05-17T00:09:00Z,w_0006,cmp_0006,task_1079,m_claude_sonnet,anthropic,ac_single_shot,prod,medium,programmatic,completed,0.4497,0,8,4,54388,1376,0,22319,0.2675,27498,2
run_mp9wa19c_743925,2026-05-17T14:53:00Z,w_0010,cmp_0002,task_3543,m_claude_opus,anthropic,ac_terminus,prod,medium,judge,completed,0.6599,0,3,2,30408,30829,0,40836,3.53397,49092,31
run_mp9yumlc_323008,2026-05-17T16:05:00Z,w_0002,cmp_0002,task_3312,m_claude_sonnet,anthropic,ac_terminus,prod,high,judge,completed,0.5219,0,5,3,81809,45954,0,0,0.934737,22871,25
run_mp9hf200_165452,2026-05-17T07:57:00Z,w_0005,cmp_0005,task_2108,m_gemini_pro,google,ac_lighthouse,prod,high,judge,completed,0.5827,0,6,3,137451,17321,0,0,0.662949,61518,32
run_mp9tx5pc_813653,2026-05-17T13:47:00Z,w_0010,cmp_0002,task_2088,m_claude_sonnet,anthropic,ac_react,prod,low,gt,completed,0.6831,0,8,5,46966,11821,51834,0,0.333763,32467,15
run_mpa08s5c_965164,2026-05-17T16:44:00Z,w_0003,cmp_0003,task_3265,m_gemini_pro,google,ac_lighthouse,prod,high,judge,completed,0.3916,0,4,2,69861,32334,0,6539,0.610177,101860,18
run_mpa73p1c_884608,2026-05-17T19:56:00Z,w_0005,cmp_0005,task_536,m_gpt4o,openai,ac_terminus,prod,low,judge,errored,,0,5,0,38921,26393,0,11381,0.395376,,14
run_mp9vtbeo_189326,2026-05-17T14:40:00Z,w_0001,cmp_0001,task_3524,m_claude_sonnet,anthropic,ac_lighthouse,staging,medium,gt,completed,0.8438,1,2,2,57505,26220,0,0,0.565815,79749,25
run_mp9gdreo_720262,2026-05-17T07:28:00Z,,,task_1206,m_gpt5_mini,openai,ac_terminus,prod,medium,judge,errored,,0,8,0,79506,7621,37700,4433,0.05954,39840,33
run_mp9v662o_727923,2026-05-17T14:22:00Z,w_0011,cmp_0003,task_3677,m_gpt4o,openai,ac_stirrup,prod,low,judge,completed,0.3205,0,8,3,111302,42262,0,0,0.700875,54874,5
run_mpa63oqo_812198,2026-05-17T19:28:00Z,,,task_3925,m_claude_sonnet,anthropic,ac_stirrup,prod,high,programmatic,errored,,0,3,0,51806,20283,0,9919,0.496859,7573,36
run_mp968j9c_914920,2026-05-17T02:44:00Z,,,task_3489,m_gpt5_mini,openai,ac_react,prod,medium,programmatic,errored,,0,2,0,57588,102676,74377,10643,0.244251,25645,37
run_mpa84zmo_662688,2026-05-17T20:25:00Z,w_0014,cmp_0006,task_2098,m_gpt4o,openai,ac_react,prod,high,programmatic,completed,0.6153,0,4,2,98733,243426,0,24845,2.755628,71862,19
run_mp99rulc_273177,2026-05-17T04:23:00Z,w_0013,cmp_0005,task_353,m_gemini_flash,google,ac_terminus,prod,high,judge,completed,0.3782,0,5,2,56327,134312,0,0,0.178073,100967,12
run_mpads6g0_746506,2026-05-17T23:03:00Z,w_0008,cmp_0008,task_3478,m_claude_haiku,anthropic,ac_single_shot,prod,medium,gt,errored,,0,7,0,12381,9078,51931,0,0.050371,,0
run_mp9nhodc_154280,2026-05-17T10:47:00Z,w_0004,cmp_0004,task_3233,m_claude_sonnet,anthropic,ac_terminus,prod,high,programmatic,completed,0.7396,1,6,4,19629,13842,308488,26349,0.457872,23751,18
run_mpa4ztk0_903974,2026-05-17T18:57:00Z,w_0008,cmp_0008,task_2303,m_gpt5,openai,ac_lighthouse,prod,medium,programmatic,completed,0.6531,0,7,5,28113,22332,0,3929,1.000203,28694,20
run_mp9przc0_823341,2026-05-17T11:51:00Z,w_0011,cmp_0003,task_3440,m_gpt5,openai,ac_terminus,prod,high,judge,completed,0.4501,0,3,1,133741,44836,131995,0,2.847484,20048,12
run_mp9zphpc_248398,2026-05-17T16:29:00Z,w_0007,cmp_0007,task_3612,m_claude_haiku,anthropic,ac_terminus,prod,low,judge,errored,,0,5,0,43388,10561,0,14251,0.091205,24086,23
run_mp9g7bxc_112368,2026-05-17T07:23:00Z,w_0014,cmp_0006,task_3586,m_llama3_70b,meta,ac_terminus,prod,medium,programmatic,completed,0.3229,0,3,1,44766,18667,138559,47257,0.08132,39039,40
run_mp9pljuo_916035,2026-05-17T11:46:00Z,w_0010,cmp_0002,task_2642,m_claude_haiku,anthropic,ac_terminus,prod,medium,judge,completed,0.3066,0,8,2,36215,89350,0,0,0.386372,10913,4
run_mpa2j340_888517,2026-05-17T17:48:00Z,w_0004,cmp_0004,task_1616,m_gpt5_mini,openai,ac_react,prod,medium,gt,completed,0.1181,0,3,0,454257,63012,297194,5837,0.371514,63856,6
run_mpafqwqo_516113,2026-05-17T23:58:00Z,w_0010,cmp_0002,task_3444,m_claude_haiku,anthropic,ac_lighthouse,prod,low,gt,completed,0.4545,0,5,2,145010,34130,59342,0,0.257275,11434,24
run_mpa4o8w0_246501,2026-05-17T18:48:00Z,,,task_3248,m_claude_opus,anthropic,ac_terminus,prod,high,gt,errored,,0,3,0,124822,14420,62741,21698,3.454779,52109,35
run_mp9ldsw0_908166,2026-05-17T09:48:00Z,,,task_3930,m_gemini_pro,google,ac_stirrup,prod,high,judge,cancelled,,0,7,0,58165,26580,178505,0,0.545144,,23
run_mpac2g80_309491,2026-05-17T22:15:00Z,w_0015,cmp_0007,task_1259,m_gemini_flash,google,ac_react,prod,medium,gt,completed,0.3476,0,3,1,184891,11660,0,0,0.069459,77755,13
run_mpa1s2w0_334778,2026-05-17T17:27:00Z,w_0002,cmp_0002,task_2303,m_gpt5_mini,openai,ac_lighthouse,staging,medium,judge,errored,,0,4,0,179101,27062,0,0,0.143675,85442,26
run_mp9oo45c_107799,2026-05-17T11:20:00Z,w_0011,cmp_0003,task_1466,m_gpt5_mini,openai,ac_react,staging,medium,gt,completed,0.0713,0,7,0,94658,10728,21317,21452,0.082722,109325,32
run_mp9rrzxc_197684,2026-05-17T12:47:00Z,w_0005,cmp_0005,task_900,m_gpt5,openai,ac_terminus,prod,low,judge,completed,0.6905,0,4,3,53716,30463,60863,0,1.527129,40759,8
run_mp9w116o_409573,2026-05-17T14:46:00Z,w_0004,cmp_0004,task_1648,m_gpt5,openai,ac_stirrup,prod,high,programmatic,completed,0.5762,0,7,4,356580,20038,204784,29929,4.797033,33274,37
run_mp91k2g0_982171,2026-05-17T00:33:00Z,w_0015,cmp_0007,task_3924,m_claude_haiku,anthropic,ac_stirrup,staging,high,judge,completed,0.3083,0,2,1,45946,8876,0,22727,0.094988,76749,14
run_mp9ys200_574379,2026-05-17T16:03:00Z,w_0002,cmp_0002,task_3768,m_gemini_pro,google,ac_terminus,prod,medium,judge,completed,0.5324,0,5,3,49511,15938,100842,0,0.375932,50931,5
run_mpad8w00_700199,2026-05-17T22:48:00Z,w_0004,cmp_0004,task_638,m_gpt5_mini,openai,ac_terminus,staging,medium,judge,completed,0.1916,0,5,1,50492,36721,0,0,0.098688,53256,6
run_mp95voao_491707,2026-05-17T02:34:00Z,w_0002,cmp_0002,task_2213,m_claude_opus,anthropic,ac_single_shot,prod,medium,gt,completed,0.5214,0,7,4,66574,17798,0,0,2.33346,9460,2
run_mp9d9vmo_417108,2026-05-17T06:01:00Z,w_0002,cmp_0002,task_2751,m_claude_opus,anthropic,ac_lighthouse,prod,high,programmatic,timeout,,0,4,0,172295,91950,565195,33739,10.961074,15134,24
run_mp9f3gqo_683433,2026-05-17T06:52:00Z,w_0007,cmp_0007,task_3781,m_gpt5,openai,ac_single_shot,staging,low,programmatic,completed,0.4826,0,6,3,30172,9398,0,0,0.58366,22038,3
run_mp9sgfk0_271798,2026-05-17T13:06:00Z,,,task_1666,m_claude_sonnet,anthropic,ac_single_shot,prod,high,judge,errored,,0,5,0,50612,16587,55078,0,0.417164,,1
run_mpa52e5c_897530,2026-05-17T18:59:00Z,w_0010,cmp_0002,task_1680,m_claude_sonnet,anthropic,ac_single_shot,prod,medium,judge,completed,0.8351,1,2,2,67278,41935,212277,16260,0.955517,29178,1
run_mp9igclc_870972,2026-05-17T08:26:00Z,w_0002,cmp_0002,task_2912,m_claude_sonnet,anthropic,ac_react,prod,high,programmatic,completed,0.3008,0,7,2,35180,32141,16941,0,0.592737,48840,12
run_mpa5uoo0_123877,2026-05-17T19:21:00Z,w_0015,cmp_0007,task_2356,m_gemini_flash,google,ac_react,prod,high,judge,completed,0.3605,0,2,1,29801,25257,85550,0,0.041815,27255,35
run_mp9gt6yo_463980,2026-05-17T07:40:00Z,w_0002,cmp_0002,task_879,m_gpt5_mini,openai,ac_terminus,prod,medium,programmatic,completed,0.3101,0,5,2,42711,32675,86914,0,0.091051,26929,19
run_mp9fugyo_338586,2026-05-17T07:13:00Z,w_0014,cmp_0006,task_1223,m_gemini_pro,google,ac_terminus,prod,low,gt,completed,0.5042,0,2,1,80501,27784,26869,72720,0.87377,42136,38
run_mp9bvq2o_453618,2026-05-17T05:22:00Z,,,task_1197,m_gpt4o,openai,ac_stirrup,staging,high,judge,errored,,0,8,0,15266,27415,0,0,0.312315,16918,40
run_mpaa2fmo_203214,2026-05-17T21:19:00Z,w_0002,cmp_0002,task_2526,m_gpt5,openai,ac_single_shot,prod,high,judge,completed,0.7328,1,4,3,78872,15435,32981,0,1.292996,9161,1
run_mp9o7eao_752235,2026-05-17T11:07:00Z,w_0013,cmp_0005,task_1834,m_gpt4o,openai,ac_single_shot,prod,medium,judge,completed,0.5614,0,7,4,26394,14651,0,0,0.212495,21795,1
run_mp9ts0io_227986,2026-05-17T13:43:00Z,w_0008,cmp_0008,task_1232,m_gemini_pro,google,ac_lighthouse,prod,low,judge,completed,0.3937,0,5,2,43577,15754,121025,53501,0.574299,285652,17
run_mp91qhxc_986508,2026-05-17T00:38:00Z,w_0002,cmp_0002,task_713,m_claude_sonnet,anthropic,ac_stirrup,prod,low,judge,errored,,0,7,0,191784,286874,573544,0,5.050525,43952,34
run_mp9sbadc_121860,2026-05-17T13:02:00Z,w_0004,cmp_0004,task_662,m_gemini_pro,google,ac_terminus,prod,medium,judge,completed,0.3853,0,5,2,12460,29631,45101,64751,0.629525,28754,2
run_mpa513uo_164406,2026-05-17T18:58:00Z,w_0011,cmp_0003,task_3715,m_claude_opus,anthropic,ac_terminus,prod,high,judge,completed,0.4841,0,2,1,8325,63649,0,0,4.89855,26084,34
run_mp9ucl9c_894527,2026-05-17T13:59:00Z,w_0010,cmp_0002,task_2010,m_claude_sonnet,anthropic,ac_single_shot,prod,low,judge,completed,0.5359,0,2,1,71532,55910,411350,0,1.176651,8608,3
run_mp9fo1hc_802160,2026-05-17T07:08:00Z,w_0006,cmp_0006,task_143,m_claude_sonnet,anthropic,ac_react,prod,low,programmatic,completed,0.7858,1,4,3,76255,21966,0,0,0.558255,221382,23
run_mp9x11hc_777721,2026-05-17T15:14:00Z,w_0014,cmp_0006,task_3938,m_claude_haiku,anthropic,ac_lighthouse,prod,low,judge,completed,0.4875,0,8,4,108652,48888,0,8755,0.291229,102330,25
run_mp9yyhhc_563020,2026-05-17T16:08:00Z,w_0007,cmp_0007,task_1612,m_gpt5,openai,ac_react,prod,high,judge,completed,0.6404,0,4,3,123260,239920,44353,16453,8.691304,76108,19
run_mpa2zsyo_194228,2026-05-17T18:01:00Z,w_0002,cmp_0002,task_3388,m_gpt5,openai,ac_terminus,staging,medium,judge,errored,,0,6,0,150435,37947,61770,0,2.719973,,35
run_mp91dmyo_179985,2026-05-17T00:28:00Z,w_0015,cmp_0007,task_1712,m_claude_sonnet,anthropic,ac_single_shot,prod,medium,judge,completed,0.3801,0,5,2,15374,5259,66892,117382,0.585257,11026,0
run_mp9d9vmo_989103,2026-05-17T06:01:00Z,w_0004,cmp_0004,task_1870,m_mistral_large,mistral,ac_lighthouse,prod,low,programmatic,completed,0.2695,0,5,1,113091,39736,0,0,0.464598,43218,16
run_mpaaoao0_102246,2026-05-17T21:36:00Z,w_0002,cmp_0002,task_2941,m_gpt5_mini,openai,ac_stirrup,prod,low,gt,completed,0.0958,0,5,0,27899,174427,0,0,0.362804,27857,25
run_mp9qx4tc_413083,2026-05-17T12:23:00Z,w_0003,cmp_0003,task_2195,m_claude_sonnet,anthropic,ac_stirrup,prod,medium,judge,completed,0.2805,0,7,2,20036,16964,0,0,0.314568,75265,29
run_mp92isg0_437712,2026-05-17T01:00:00Z,w_0008,cmp_0008,task_427,m_gpt5,openai,ac_react,prod,high,programmatic,errored,,0,5,0,129191,8194,201775,9632,1.910349,91174,23
run_mpa1qslc_789263,2026-05-17T17:26:00Z,w_0005,cmp_0005,task_55,m_claude_sonnet,anthropic,ac_terminus,prod,high,gt,cancelled,,0,8,0,59877,8688,0,8392,0.341421,,26
run_mp9tvveo_625813,2026-05-17T13:46:00Z,w_0001,cmp_0001,task_1358,m_claude_opus,anthropic,ac_single_shot,staging,low,gt,completed,0.8603,1,4,3,181987,52721,266369,0,7.083434,5963,1
run_mp9ko2yo_266697,2026-05-17T09:28:00Z,w_0004,cmp_0004,task_3303,m_claude_sonnet,anthropic,ac_lighthouse,prod,medium,programmatic,completed,0.499,0,5,2,32177,35324,63433,47049,0.821855,76449,6
run_mpa3uo2o_678310,2026-05-17T18:25:00Z,w_0010,cmp_0002,task_3871,m_gpt5_mini,openai,ac_lighthouse,prod,medium,programmatic,completed,0.2543,0,5,1,39620,7480,0,0,0.03477,72709,7
run_mpa814qo_877077,2026-05-17T20:22:00Z,w_0015,cmp_0007,task_42,m_llama3_70b,meta,ac_single_shot,prod,medium,judge,timeout,,0,2,0,176580,50304,101524,32502,0.170004,5996,1
run_mp9x8r9c_591365,2026-05-17T15:20:00Z,w_0011,cmp_0003,task_329,m_claude_haiku,anthropic,ac_single_shot,prod,low,programmatic,completed,0.2137,0,3,1,110649,33721,15098,58520,0.283131,7448,2
run_mp985z9c_358255,2026-05-17T03:38:00Z,w_0011,cmp_0003,task_1906,m_gemini_flash,google,ac_terminus,prod,low,programmatic,completed,0.2552,0,8,2,81320,14586,0,9439,0.045675,411022,31
run_mp9cgatc_574594,2026-05-17T05:38:00Z,w_0003,cmp_0003,task_2532,m_claude_sonnet,anthropic,ac_single_shot,prod,high,judge,errored,,0,3,0,24319,15718,170645,0,0.359921,7629,2
run_mpaeth1c_959325,2026-05-17T23:32:00Z,w_0005,cmp_0005,task_74,m_gpt5,openai,ac_lighthouse,staging,medium,judge,errored,,0,2,0,81738,69851,0,10011,3.038048,34856,8
run_mpaf51pc_221756,2026-05-17T23:41:00Z,w_0002,cmp_0002,task_451,m_claude_haiku,anthropic,ac_terminus,prod,high,judge,completed,0.4526,0,4,2,51272,90302,29317,5544,0.410115,35104,11
run_mpb2r3k0_413927,2026-05-18T10:42:00Z,w_0006,cmp_0006,task_781,m_claude_sonnet,anthropic,ac_lighthouse,prod,high,judge,completed,0.7133,1,7,5,13435,95167,21198,29045,1.583088,37302,34
run_mpb01d1c_711051,2026-05-18T09:26:00Z,w_0013,cmp_0005,task_3891,m_gemini_flash,google,ac_single_shot,prod,low,programmatic,completed,0.5899,0,5,3,68248,38843,80793,0,0.06951,36219,2
run_mpbr6q80_876677,2026-05-18T22:06:00Z,w_0005,cmp_0005,task_311,m_gpt5,openai,ac_single_shot,staging,medium,programmatic,completed,0.6518,0,6,4,46945,83203,29770,13811,3.17539,15132,1
run_mpbgtsao_585695,2026-05-18T17:16:00Z,w_0012,cmp_0004,task_2053,m_llama3_70b,meta,ac_react,prod,low,programmatic,completed,0.1283,0,8,1,112811,17624,0,0,0.080023,31523,32
run_mpb8yv40_293829,2026-05-18T13:36:00Z,w_0011,cmp_0003,task_2184,m_gemini_pro,google,ac_stirrup,prod,medium,judge,completed,0.1413,0,3,0,67872,33932,11741,0,0.597947,29278,23
run_mpawsc2o_482567,2026-05-18T07:55:00Z,w_0005,cmp_0005,task_3638,m_gpt5_mini,openai,ac_lighthouse,prod,medium,judge,completed,0.3421,0,2,1,97676,6006,96614,0,0.065681,33882,5
run_mpb7czs0_243661,2026-05-18T12:51:00Z,w_0002,cmp_0002,task_1796,m_claude_sonnet,anthropic,ac_stirrup,prod,high,gt,completed,0.5691,0,8,5,45744,25127,42925,0,0.527015,97170,27
run_mpbcwbpc_697999,2026-05-18T15:26:00Z,w_0013,cmp_0005,task_2058,m_gpt5,openai,ac_lighthouse,prod,medium,judge,completed,0.5392,0,2,1,21449,128428,0,0,4.06733,77615,40
run_mpbd1gw0_782621,2026-05-18T15:30:00Z,w_0002,cmp_0002,task_3494,m_claude_haiku,anthropic,ac_single_shot,prod,low,judge,completed,0.2475,0,7,2,84163,10611,51427,35602,0.149491,7157,2
run_mpbiv36o_911603,2026-05-18T18:13:00Z,w_0014,cmp_0006,task_2021,m_claude_haiku,anthropic,ac_single_shot,dev,low,programmatic,errored,,0,8,0,137459,28518,61103,0,0.228927,10208,0
run_mpapof40_602039,2026-05-18T04:36:00Z,w_0003,cmp_0003,task_3564,m_claude_sonnet,anthropic,ac_stirrup,prod,medium,judge,completed,0.4557,0,3,1,32478,39437,0,26814,0.789542,136894,25
run_mpb2to5c_879259,2026-05-18T10:44:00Z,w_0011,cmp_0003,task_3018,m_gemini_pro,google,ac_lighthouse,prod,medium,judge,completed,0.5726,0,5,3,147680,6300,0,13029,0.635146,125146,39
run_mpauxgo0_251885,2026-05-18T07:03:00Z,,,task_3970,m_claude_sonnet,anthropic,ac_terminus,staging,medium,programmatic,cancelled,,0,2,0,44410,38798,0,25282,0.810008,183561,31
run_mpb6i4o0_410730,2026-05-18T12:27:00Z,w_0004,cmp_0004,task_3565,m_claude_opus,anthropic,ac_stirrup,prod,low,judge,completed,0.4706,0,7,3,166105,14102,67851,0,3.651002,83225,32
run_mpbqd5eo_993351,2026-05-18T21:43:00Z,w_0007,cmp_0007,task_606,m_claude_sonnet,anthropic,ac_lighthouse,prod,high,programmatic,errored,,0,7,0,27079,17234,63294,0,0.358735,,26
run_mpana99c_383269,2026-05-18T03:29:00Z,w_0010,cmp_0002,task_3527,m_gemini_pro,google,ac_lighthouse,prod,high,judge,cancelled,,0,3,0,113017,23013,192776,18253,0.77768,,26
run_mpbl1j9c_892727,2026-05-18T19:14:00Z,w_0003,cmp_0003,task_1391,m_claude_sonnet,anthropic,ac_stirrup,prod,medium,judge,completed,0.7639,1,3,2,201437,34160,75823,0,1.139458,33639,38
run_mpbdbr9c_868523,2026-05-18T15:38:00Z,w_0010,cmp_0002,task_2787,m_claude_sonnet,anthropic,ac_terminus,staging,medium,judge,errored,,0,6,0,100930,35966,15817,0,0.847025,67198,3
run_mpax91xc_378485,2026-05-18T08:08:00Z,w_0015,cmp_0007,task_2885,m_llama3_70b,meta,ac_terminus,prod,medium,programmatic,completed,0.2869,0,3,1,31583,8189,0,0,0.024682,62535,26
run_mpbn5eqo_833091,2026-05-18T20:13:00Z,w_0008,cmp_0008,task_3529,m_claude_haiku,anthropic,ac_lighthouse,prod,medium,judge,completed,0.4651,0,2,1,335348,40367,0,8710,0.438456,54559,34
run_mpajj85c_840700,2026-05-18T01:44:00Z,w_0007,cmp_0007,task_1450,m_gpt5,openai,ac_terminus,prod,low,judge,completed,0.4785,0,8,4,61991,29412,0,50290,2.130895,109410,40
run_mpb6kp9c_350459,2026-05-18T12:29:00Z,w_0005,cmp_0005,task_970,m_claude_opus,anthropic,ac_react,prod,high,programmatic,completed,0.4824,0,3,1,66631,118523,163005,7113,10.266566,32065,2
run_mpaublmo_635218,2026-05-18T06:46:00Z,w_0008,cmp_0008,task_3921,m_claude_haiku,anthropic,ac_lighthouse,prod,medium,programmatic,completed,0.2314,0,5,1,225098,12868,39801,66916,0.30165,77620,23
run_mpbbi65c_229465,2026-05-18T14:47:00Z,w_0005,cmp_0005,task_3333,m_gemini_pro,google,ac_single_shot,prod,medium,judge,completed,0.5997,0,4,2,22272,35667,0,0,0.452456,13612,0
run_mpazjcw0_902469,2026-05-18T09:12:00Z,w_0004,cmp_0004,task_1435,m_claude_haiku,anthropic,ac_react,prod,medium,judge,completed,0.1823,0,4,1,226530,15062,0,0,0.241472,38366,25
run_mpbmr9hc_201304,2026-05-18T20:02:00Z,w_0006,cmp_0006,task_60,m_claude_haiku,anthropic,ac_terminus,prod,medium,programmatic,completed,0.4304,0,7,3,41250,22694,0,0,0.123776,78321,17
run_mpbfomtc_793077,2026-05-18T16:44:00Z,w_0010,cmp_0002,task_2140,m_llama3_70b,meta,ac_lighthouse,prod,medium,judge,timeout,,0,2,0,39612,41935,792683,88824,0.162859,,36
run_mpaqr000_551855,2026-05-18T05:06:00Z,w_0015,cmp_0007,task_3323,m_gpt5,openai,ac_lighthouse,staging,high,judge,completed,0.6996,0,5,3,83678,24900,47640,53868,2.31668,46152,27
run_mpb9yveo_101458,2026-05-18T14:04:00Z,,,task_1582,m_gemini_pro,google,ac_terminus,staging,medium,judge,errored,,0,2,0,59923,5804,80109,15228,0.359623,57903,18
run_mpaqpppc_488226,2026-05-18T05:05:00Z,w_0005,cmp_0005,task_351,m_gpt4o,openai,ac_terminus,dev,medium,judge,completed,0.6427,0,6,4,35971,31907,0,0,0.408998,125937,32
run_mpake39c_690264,2026-05-18T02:08:00Z,w_0011,cmp_0003,task_1945,m_gpt5,openai,ac_lighthouse,prod,high,programmatic,completed,0.3808,0,2,1,39318,203077,0,0,6.48549,146755,32
run_mpaks8io_999652,2026-05-18T02:19:00Z,w_0006,cmp_0006,task_874,m_gemini_flash,google,ac_single_shot,staging,medium,judge,completed,0.5557,0,8,4,73545,26303,161312,84587,0.092301,16411,1
run_mpbebrk0_522803,2026-05-18T16:06:00Z,w_0013,cmp_0005,task_3574,m_gpt5,openai,ac_react,prod,medium,judge,cancelled,,0,6,0,82018,5649,64205,28362,1.424431,30797,6
run_mpblwedc_382644,2026-05-18T19:38:00Z,,,task_407,m_claude_sonnet,anthropic,ac_single_shot,prod,medium,judge,errored,,0,6,0,230558,61985,50589,68452,1.893321,,0
run_mpb4ytxc_244336,2026-05-18T11:44:00Z,w_0004,cmp_0004,task_1564,m_gpt5_mini,openai,ac_single_shot,prod,high,programmatic,completed,0.3399,0,2,1,30427,54033,149029,0,0.130731,4936,3
run_mpbdtreo_226257,2026-05-18T15:52:00Z,w_0013,cmp_0005,task_2948,m_claude_sonnet,anthropic,ac_lighthouse,prod,low,programmatic,completed,0.4749,0,5,2,95752,94000,95781,7089,1.752574,31992,34
run_mpb3cylc_909579,2026-05-18T10:59:00Z,w_0008,cmp_0008,task_919,m_gpt5_mini,openai,ac_lighthouse,prod,medium,programmatic,completed,0.3539,0,7,2,18657,49239,64258,0,0.111019,283308,10
run_mpav91c0_469365,2026-05-18T07:12:00Z,w_0013,cmp_0005,task_2330,m_gpt4o,openai,ac_stirrup,prod,low,programmatic,completed,0.4755,0,4,2,40599,59639,24713,7451,0.751132,87288,4
run_mpawtmdc_900212,2026-05-18T07:56:00Z,w_0003,cmp_0003,task_2272,m_gpt5,openai,ac_react,prod,high,judge,completed,0.6653,0,7,5,189429,47095,0,51097,3.945853,34602,34
run_mpaggmo0_593708,2026-05-18T00:18:00Z,w_0015,cmp_0007,task_1836,m_claude_haiku,anthropic,ac_terminus,prod,medium,gt,completed,0.4796,0,8,4,75284,42202,46581,0,0.232762,74481,20
run_mpbn5eqo_894394,2026-05-18T20:13:00Z,w_0004,cmp_0004,task_2145,m_gpt5_mini,openai,ac_stirrup,dev,medium,judge,completed,0.1753,0,2,0,26896,25586,50354,0,0.067138,34047,25
run_mpbnjk00_599599,2026-05-18T20:24:00Z,w_0013,cmp_0005,task_1608,m_llama3_70b,meta,ac_lighthouse,prod,high,judge,completed,0.3579,0,7,3,429891,1337,168917,12503,0.277758,80035,11
run_mpaglruo_418181,2026-05-18T00:22:00Z,w_0011,cmp_0003,task_1021,m_claude_sonnet,anthropic,ac_single_shot,prod,medium,programmatic,completed,0.6222,0,5,3,69430,30977,44624,19520,0.759532,7281,3
run_mpbav0tc_254751,2026-05-18T14:29:00Z,w_0002,cmp_0002,task_1727,m_claude_haiku,anthropic,ac_terminus,prod,high,judge,completed,0.1166,0,4,0,89693,19732,42151,0,0.154054,21851,40
run_mpaj52w0_654619,2026-05-18T01:33:00Z,w_0004,cmp_0004,task_1272,m_claude_opus,anthropic,ac_terminus,staging,medium,judge,completed,0.4255,0,8,3,129417,35059,29572,47677,5.508982,46489,17
run_mpare5c0_102585,2026-05-18T05:24:00Z,w_0010,cmp_0002,task_1941,m_claude_opus,anthropic,ac_single_shot,prod,low,judge,completed,0.5296,0,6,3,19525,49309,112244,0,4.159416,18701,0
run_mpbsh0w0_379845,2026-05-18T22:42:00Z,w_0010,cmp_0002,task_3421,m_gemini_flash,google,ac_stirrup,prod,medium,programmatic,completed,0.4726,0,7,3,31955,18340,49424,17615,0.040123,134428,9
run_mpb2r3k0_226039,2026-05-18T10:42:00Z,w_0008,cmp_0008,task_637,m_gpt5_mini,openai,ac_single_shot,prod,medium,gt,completed,0.3929,0,2,1,100349,34586,0,61707,0.156371,14421,3
run_mparjaio_421646,2026-05-18T05:28:00Z,w_0009,cmp_0001,task_2788,m_gpt5,openai,ac_terminus,prod,low,judge,completed,0.721,1,7,5,16379,45910,0,1198,1.556065,60234,7
run_mpboyzuo_736534,2026-05-18T21:04:00Z,w_0015,cmp_0007,task_3583,m_gpt5_mini,openai,ac_terminus,prod,low,judge,completed,0.3224,0,8,3,46045,31377,0,0,0.085777,56164,36
run_mpamltmo_457421,2026-05-18T03:10:00Z,w_0007,cmp_0007,task_1365,m_claude_haiku,anthropic,ac_single_shot,staging,low,judge,completed,0.2667,0,8,2,130471,18343,24924,17623,0.197366,6814,3
run_mpb02nc0_249461,2026-05-18T09:27:00Z,w_0013,cmp_0005,task_2851,m_claude_haiku,anthropic,ac_single_shot,prod,medium,programmatic,errored,,0,7,0,71897,35083,37217,0,0.200827,4731,0
run_mpalodxc_233575,2026-05-18T02:44:00Z,,,task_2533,m_gpt5_mini,openai,ac_lighthouse,staging,medium,programmatic,errored,,0,7,0,17351,15095,0,37845,0.061573,,25
run_mpbriaw0_216478,2026-05-18T22:15:00Z,,,task_842,m_gemini_flash,google,ac_single_shot,prod,low,programmatic,cancelled,,0,2,0,30156,9241,16928,7166,0.02351,24519,1
run_mpb2bo00_303162,2026-05-18T10:30:00Z,w_0011,cmp_0003,task_2060,m_claude_opus,anthropic,ac_terminus,dev,medium,judge,completed,0.5241,0,4,2,25892,77022,185605,0,6.443437,55164,5
