event_id,ts,customer_id,service_id,surface,model_id,provider,environment,region,token_type,tokens,requests,cost_usd,latency_ms,attribution_status
evt_mpabtg5c_659164,2026-05-17T22:08:00Z,C_00032,svc_eval_orchestrator,batch_job,m_gpt4o,openai,dev,us-east,input,3763584,627,9.40896,4904,attributed
evt_mpa9w05c_491415,2026-05-17T21:14:00Z,C_00017,svc_trajectory_runner,backend_service,m_claude_haiku,anthropic,dev,apac,output,330166,220,1.320664,1604,attributed
evt_mp9czl9c_740757,2026-05-17T05:53:00Z,C_00020,svc_web_app,web_app,m_claude_haiku,anthropic,prod,us-east,cache_read,23168741,3861,1.853499,750,attributed
evt_mp9r4ulc_225832,2026-05-17T12:29:00Z,C_00036,svc_ingest,backend_service,m_gpt5_mini,openai,prod,eu,cache_read,9846681,1641,0.492334,643,attributed
evt_mpa97kio_822553,2026-05-17T20:55:00Z,C_00021,svc_sourcing,web_app,m_gpt5,openai,prod,apac,output,1014407,676,30.43221,706,attributed
evt_mp9wf6g0_294311,2026-05-17T14:57:00Z,C_00034,svc_voice,web_app,m_gemini_pro,google,prod,eu,output,5533465,3689,58.101383,2152,partial
evt_mpac6b40_888161,2026-05-17T22:18:00Z,C_00038,svc_trajectory_runner,backend_service,m_gpt5,openai,prod,eu,input,3999301,667,39.99301,834,attributed
evt_mpa0hs80_543213,2026-05-17T16:51:00Z,C_00036,svc_eval_orchestrator,batch_job,m_claude_opus,anthropic,staging,eu,input,15502593,2584,232.538895,1743,attributed
evt_mp9dqlhc_358845,2026-05-17T06:14:00Z,,,unknown,m_claude_sonnet,anthropic,dev,us-west,input,913238,152,2.739714,754,unknown
evt_mp9c60g0_332815,2026-05-17T05:30:00Z,C_00012,svc_annotation_api,backend_service,m_claude_sonnet,anthropic,prod,us-west,output,836553,558,12.548295,788,attributed
evt_mpa6yjuo_183603,2026-05-17T19:52:00Z,C_00040,svc_playground,web_app,m_claude_opus,anthropic,prod,us-west,input,5415307,903,81.229605,483,attributed
evt_mpabtg5c_226066,2026-05-17T22:08:00Z,C_00002,svc_trajectory_runner,backend_service,m_claude_sonnet,anthropic,prod,us-east,output,905078,603,13.57617,1570,attributed
evt_mpae8wao_550991,2026-05-17T23:16:00Z,C_00028,svc_annotation_api,backend_service,m_gpt5,openai,prod,eu,input,2323547,387,23.23547,4248,attributed
evt_mp9fdr40_177392,2026-05-17T07:00:00Z,C_00040,svc_batch_grader,web_app,m_claude_haiku,anthropic,prod,us-west,output,174163,116,0.696652,5672,attributed
evt_mp938idc_447593,2026-05-17T01:20:00Z,C_00034,svc_playground,web_app,m_claude_sonnet,anthropic,prod,us-east,cache_read,9691588,1615,2.907476,1703,attributed
evt_mp92wxpc_962513,2026-05-17T01:11:00Z,C_00035,svc_trajectory_runner,backend_service,m_claude_haiku,anthropic,prod,us-east,output,836081,557,3.344324,362,attributed
evt_mpa4pj6o_728398,2026-05-17T18:49:00Z,C_00010,svc_trajectory_runner,backend_service,m_gpt5_mini,openai,staging,us-west,output,2240057,1493,4.480114,380,attributed
evt_mp9wvwao_271139,2026-05-17T15:10:00Z,C_00013,svc_headshot,backend_service,m_gpt5,openai,prod,us-west,output,240992,161,7.22976,1039,attributed
evt_mp918hs0_946393,2026-05-17T00:24:00Z,C_00016,svc_annotation_api,web_app,m_gpt5,openai,prod,apac,output,307034,205,9.21102,1175,attributed
evt_mpa7up9c_610516,2026-05-17T20:17:00Z,C_00001,svc_batch_grader,batch_job,m_gemini_flash,google,prod,apac,cache_read,12121315,2020,0.363639,3038,attributed
evt_mp99nzpc_617787,2026-05-17T04:20:00Z,C_00031,svc_trajectory_runner,backend_service,m_claude_haiku,anthropic,prod,us-west,cache_read,4955067,826,0.396405,1702,attributed
evt_mp97itxc_216675,2026-05-17T03:20:00Z,C_00038,svc_web_app,web_app,m_gpt5,openai,prod,eu,output,1413548,942,42.40644,944,attributed
evt_mpa6mz6o_619756,2026-05-17T19:43:00Z,C_00029,svc_web_app,web_app,m_claude_opus,anthropic,prod,eu,output,1194302,796,89.57265,513,attributed
evt_mpa4pj6o_129026,2026-05-17T18:49:00Z,C_00007,svc_sourcing,backend_service,m_gemini_pro,google,prod,apac,cache_read,7478932,1246,2.617626,552,attributed
evt_mpaeym80_349574,2026-05-17T23:36:00Z,,,unknown,m_gpt5_mini,openai,prod,eu,input,2259253,377,1.129627,,unknown
evt_mp958iyo_632626,2026-05-17T02:16:00Z,C_00004,svc_batch_grader,user_token,m_claude_haiku,anthropic,prod,eu,output,619957,413,2.479828,847,attributed
evt_mpa5tedc_166026,2026-05-17T19:20:00Z,C_00014,svc_annotation_api,backend_service,m_claude_sonnet,anthropic,prod,eu,output,179745,120,2.696175,936,attributed
evt_mp9bf080_314273,2026-05-17T05:09:00Z,C_00010,svc_search,backend_service,m_claude_opus,anthropic,prod,us-west,output,278209,185,20.865675,885,attributed
evt_mp95mo80_637178,2026-05-17T02:27:00Z,C_00027,svc_ingest,backend_service,m_gpt5_mini,openai,staging,us-west,input,1967022,328,0.983511,256,partial
evt_mpa9n02o_563888,2026-05-17T21:07:00Z,C_00007,svc_voice,backend_service,m_gemini_pro,google,prod,apac,input,950006,158,3.325021,430,attributed
evt_mp9amppc_160375,2026-05-17T04:47:00Z,C_00002,svc_web_app,web_app,m_gemini_flash,google,prod,us-east,output,2646104,1764,3.175325,424,partial
evt_mp9m4t40_672384,2026-05-17T10:09:00Z,,,unknown,m_claude_opus,anthropic,prod,us-east,input,2195755,366,32.936325,2068,unknown
evt_mp9eb680_871043,2026-05-17T06:30:00Z,,,unknown,m_claude_sonnet,anthropic,prod,eu,output,2132595,1422,31.988925,279,unknown
evt_mp99nzpc_106481,2026-05-17T04:20:00Z,C_00024,svc_ingest,backend_service,m_gpt5,openai,prod,us-west,output,1116106,744,33.48318,711,attributed
evt_mp9x11hc_666090,2026-05-17T15:14:00Z,,,unknown,m_claude_sonnet,anthropic,prod,apac,output,1970857,1314,29.562855,202,unknown
evt_mp9vdvuo_690290,2026-05-17T14:28:00Z,C_00014,svc_trajectory_runner,backend_service,m_gemini_flash,google,staging,eu,output,1120299,747,1.344359,793,attributed
evt_mp9623s0_885631,2026-05-17T02:39:00Z,C_00012,svc_trajectory_runner,backend_service,m_claude_haiku,anthropic,prod,us-west,input,3783709,631,3.026967,1447,attributed
evt_mp9t7fs0_813101,2026-05-17T13:27:00Z,C_00034,svc_ingest,backend_service,m_claude_opus,anthropic,prod,us-west,output,451188,301,33.8391,1010,attributed
evt_mpa669c0_877427,2026-05-17T19:30:00Z,C_00010,svc_annotation_api,backend_service,m_gpt5_mini,openai,staging,us-west,cache_write,1208133,201,0.72488,1121,attributed
evt_mp98zk2o_354722,2026-05-17T04:01:00Z,C_00032,svc_batch_grader,batch_job,m_gpt4o,openai,prod,us-east,output,404843,270,4.04843,12214,attributed
evt_mp9phoyo_561581,2026-05-17T11:43:00Z,C_00028,svc_trajectory_runner,backend_service,m_gpt4o,openai,prod,apac,output,1118690,746,11.1869,1091,attributed
evt_mp91cco0_516056,2026-05-17T00:27:00Z,C_00011,svc_web_app,web_app,m_gpt5_mini,openai,dev,us-east,output,854482,570,1.708964,2053,attributed
evt_mp9mo3k0_798148,2026-05-17T10:24:00Z,C_00008,svc_headshot,backend_service,m_claude_haiku,anthropic,prod,apac,output,1793253,1196,7.173012,477,attributed
evt_mp9e8lmo_949017,2026-05-17T06:28:00Z,C_00008,svc_web_app,web_app,m_gemini_pro,google,prod,apac,input,5258429,876,18.404502,1188,attributed
evt_mp9khnhc_231387,2026-05-17T09:23:00Z,C_00040,svc_annotation_api,backend_service,m_claude_opus,anthropic,prod,us-west,output,2443332,1629,183.2499,676,attributed
evt_mp94b39c_859626,2026-05-17T01:50:00Z,C_00032,svc_search,backend_service,m_gemini_flash,google,prod,apac,input,3184428,531,0.955328,1441,partial
evt_mpac8vpc_718881,2026-05-17T22:20:00Z,C_00010,svc_batch_grader,batch_job,m_claude_sonnet,anthropic,prod,us-west,output,5640016,3760,84.60024,,attributed
evt_mpa5coio_570726,2026-05-17T19:07:00Z,C_00009,svc_web_app,web_app,m_gemini_flash,google,prod,apac,output,1902536,1268,2.283043,1017,attributed
evt_mp9ldsw0_816526,2026-05-17T09:48:00Z,C_00031,svc_web_app,web_app,m_gpt5,openai,prod,us-west,output,777291,518,23.31873,702,attributed
evt_mp9gvrk0_373955,2026-05-17T07:42:00Z,C_00029,svc_trajectory_runner,backend_service,m_claude_sonnet,anthropic,prod,eu,input,851906,142,2.555718,725,attributed
evt_mpaacq00_899372,2026-05-17T21:27:00Z,C_00030,svc_annotation_api,backend_service,m_claude_haiku,anthropic,prod,apac,output,519862,347,2.079448,475,attributed
evt_mp9bhktc_438775,2026-05-17T05:11:00Z,C_00019,svc_trajectory_runner,backend_service,m_gemini_pro,google,dev,us-east,input,8250537,1375,28.876879,680,attributed
evt_mp9o3jeo_545984,2026-05-17T11:04:00Z,,,unknown,m_gpt5_mini,openai,prod,us-east,cache_read,1116717,186,0.055836,796,unknown
evt_mpaeurc0_855766,2026-05-17T23:33:00Z,C_00003,svc_playground,web_app,m_gpt5_mini,openai,prod,us-west,input,3686360,614,1.84318,927,partial
evt_mpa47j1c_640068,2026-05-17T18:35:00Z,C_00028,svc_web_app,web_app,m_llama3_70b,meta,prod,eu,input,14813511,2469,8.888107,1240,attributed
evt_mp90qhmo_392218,2026-05-17T00:10:00Z,C_00021,svc_trajectory_runner,backend_service,m_claude_haiku,anthropic,staging,apac,input,7014727,1169,5.611782,564,attributed
evt_mpa413k0_258803,2026-05-17T18:30:00Z,C_00036,svc_annotation_api,backend_service,m_gpt4o,openai,staging,apac,cache_read,21766714,3628,27.208393,1725,attributed
evt_mpacn0yo_141108,2026-05-17T22:31:00Z,C_00034,svc_batch_grader,batch_job,m_gemini_flash,google,prod,us-west,output,478497,319,0.574196,9743,attributed
evt_mp9zbcg0_909714,2026-05-17T16:18:00Z,C_00012,svc_sourcing,backend_service,m_claude_sonnet,anthropic,prod,us-west,output,185677,124,2.785155,777,attributed
evt_mpaas5k0_628559,2026-05-17T21:39:00Z,C_00024,svc_trajectory_runner,backend_service,m_gemini_pro,google,staging,us-west,input,1595318,266,5.583613,1116,attributed
evt_mp9kgd6o_696294,2026-05-17T09:22:00Z,C_00008,svc_search,backend_service,m_gemini_flash,google,prod,apac,input,2652781,442,0.795834,721,attributed
evt_mpa3f8io_500048,2026-05-17T18:13:00Z,,,unknown,m_gemini_flash,google,prod,eu,input,9842691,1640,2.952807,,unknown
evt_mp9jixhc_679976,2026-05-17T08:56:00Z,C_00017,svc_annotation_api,backend_service,m_claude_opus,anthropic,prod,apac,input,900547,150,13.508205,511,attributed
evt_mp9a0uo0_365844,2026-05-17T04:30:00Z,C_00024,svc_annotation_api,web_app,m_gpt5_mini,openai,prod,us-west,output,667691,445,1.335382,424,attributed
evt_mp9w7go0_972614,2026-05-17T14:51:00Z,C_00019,svc_ingest,web_app,m_claude_opus,anthropic,prod,us-east,cache_read,2682787,447,4.024181,625,attributed
evt_mp99mpeo_635298,2026-05-17T04:19:00Z,,,unknown,m_gemini_pro,google,prod,eu,output,2982490,1988,31.316145,,unknown
evt_mpad6beo_696524,2026-05-17T22:46:00Z,C_00031,svc_playground,user_token,m_gpt5_mini,openai,prod,us-east,output,952707,635,1.905414,174,attributed
evt_mp930slc_909033,2026-05-17T01:14:00Z,C_00029,svc_web_app,web_app,m_gpt4o,openai,dev,eu,output,3525461,2350,35.25461,804,attributed
evt_mp92g7uo_296343,2026-05-17T00:58:00Z,C_00015,svc_annotation_api,backend_service,m_gemini_pro,google,prod,us-east,cache_write,1113166,186,4.452664,2726,partial
evt_mp9kmso0_171210,2026-05-17T09:27:00Z,C_00039,svc_playground,web_app,m_gpt4o,openai,prod,eu,output,1287487,858,12.87487,281,attributed
evt_mp9lqnuo_876567,2026-05-17T09:58:00Z,C_00005,svc_batch_grader,user_token,m_claude_sonnet,anthropic,prod,us-west,input,2492067,415,7.476201,245,attributed
evt_mp9vqqtc_608804,2026-05-17T14:38:00Z,C_00003,svc_playground,web_app,m_gpt4o,openai,staging,us-west,input,4099510,683,10.248775,2368,attributed
evt_mp930slc_339007,2026-05-17T01:14:00Z,C_00015,svc_trajectory_runner,backend_service,m_claude_sonnet,anthropic,prod,eu,output,2504676,1670,37.57014,871,attributed
evt_mpa4ztk0_954491,2026-05-17T18:57:00Z,C_00028,svc_annotation_api,backend_service,m_claude_opus,anthropic,prod,eu,input,1107385,185,16.610775,625,attributed
evt_mp99iuio_355290,2026-05-17T04:16:00Z,C_00028,svc_trajectory_runner,backend_service,m_claude_haiku,anthropic,prod,eu,output,1014458,676,4.057832,1760,attributed
evt_mp9ff1eo_528526,2026-05-17T07:01:00Z,C_00008,svc_batch_grader,batch_job,m_claude_sonnet,anthropic,prod,apac,input,4055859,676,12.167577,,attributed
evt_mpa0yi2o_193098,2026-05-17T17:04:00Z,C_00027,svc_trajectory_runner,backend_service,m_gemini_flash,google,staging,us-west,input,22383081,3731,6.714924,650,attributed
evt_mp97ceg0_896993,2026-05-17T03:15:00Z,C_00024,svc_ingest,backend_service,m_gemini_flash,google,prod,us-west,cache_read,12746506,2124,0.382395,762,attributed
evt_mpa2bdc0_689076,2026-05-17T17:42:00Z,,,unknown,m_gpt4o,openai,staging,us-east,input,3272091,545,8.180228,1763,unknown
evt_mp9brv6o_382117,2026-05-17T05:19:00Z,C_00029,svc_voice,backend_service,m_claude_haiku,anthropic,staging,eu,cache_read,4555397,759,0.364432,1403,attributed
evt_mpa2lnpc_165452,2026-05-17T17:50:00Z,C_00014,svc_search,backend_service,m_claude_sonnet,anthropic,prod,eu,output,326598,218,4.89897,936,attributed
evt_mp9rrzxc_390511,2026-05-17T12:47:00Z,C_00025,svc_annotation_api,backend_service,m_gpt4o,openai,staging,us-east,output,11501541,7668,115.01541,877,attributed
evt_mp9dzlk0_747994,2026-05-17T06:21:00Z,C_00025,svc_search,backend_service,m_gpt4o,openai,prod,us-east,input,3934861,656,9.837153,1091,attributed
evt_mpa9w05c_325102,2026-05-17T21:14:00Z,,,unknown,m_claude_opus,anthropic,prod,us-east,input,4792230,799,71.88345,894,unknown
evt_mp9gmrhc_492360,2026-05-17T07:35:00Z,C_00017,svc_headshot,user_token,m_claude_opus,anthropic,prod,apac,cache_write,4156417,693,77.932819,1323,attributed
evt_mpa1lneo_396522,2026-05-17T17:22:00Z,C_00032,svc_annotation_api,backend_service,m_gpt4o,openai,prod,us-east,cache_read,8361828,1394,10.452285,627,attributed
evt_mp9b3fk0_712511,2026-05-17T05:00:00Z,C_00024,svc_playground,web_app,m_claude_haiku,anthropic,prod,us-west,cache_read,5457110,910,0.436569,697,partial
evt_mp96zjhc_535921,2026-05-17T03:05:00Z,C_00004,svc_web_app,web_app,m_gpt5_mini,openai,prod,us-west,input,9743493,1624,4.871747,802,attributed
evt_mp9qt9xc_727029,2026-05-17T12:20:00Z,C_00004,svc_web_app,web_app,m_claude_haiku,anthropic,prod,eu,input,2480200,413,1.98416,795,attributed
evt_mp9lydmo_927245,2026-05-17T10:04:00Z,C_00028,svc_eval_orchestrator,batch_job,m_claude_sonnet,anthropic,prod,eu,output,1596346,1064,23.94519,4192,attributed
evt_mp96ce5c_305740,2026-05-17T02:47:00Z,C_00032,svc_ingest,backend_service,m_claude_opus,anthropic,prod,us-east,input,3359976,560,50.39964,492,attributed
evt_mp9vo680_439546,2026-05-17T14:36:00Z,,,unknown,m_gpt5_mini,openai,dev,apac,output,1278536,852,2.557072,1355,unknown
evt_mp9lydmo_635043,2026-05-17T10:04:00Z,C_00011,svc_voice,backend_service,m_gpt5,openai,prod,us-east,input,2890684,482,28.90684,442,attributed
evt_mpab8veo_533844,2026-05-17T21:52:00Z,C_00030,svc_headshot,user_token,m_gemini_pro,google,prod,apac,output,941804,628,9.888942,1590,attributed
evt_mp96wyw0_283558,2026-05-17T03:03:00Z,,,unknown,m_gpt5_mini,openai,staging,apac,input,5750038,958,2.875019,478,unknown
evt_mp9kydc0_882483,2026-05-17T09:36:00Z,C_00012,svc_playground,web_app,m_gpt4o,openai,staging,us-west,cache_read,9162789,1527,11.453486,2309,attributed
evt_mp9rka5c_825272,2026-05-17T12:41:00Z,C_00038,svc_trajectory_runner,backend_service,m_claude_sonnet,anthropic,prod,eu,input,1463563,244,4.390689,1022,attributed
evt_mp95mo80_281431,2026-05-17T02:27:00Z,C_00021,svc_playground,web_app,m_gpt5,openai,prod,apac,input,6773875,1129,67.73875,1003,attributed
evt_mp9fx1k0_196432,2026-05-17T07:15:00Z,C_00019,svc_web_app,web_app,m_gemini_flash,google,prod,us-east,output,401378,268,0.481654,1669,partial
evt_mp9pvu80_625954,2026-05-17T11:54:00Z,C_00032,svc_annotation_api,backend_service,m_claude_sonnet,anthropic,prod,us-east,output,296924,198,4.45386,501,attributed
evt_mp940sw0_878897,2026-05-17T01:42:00Z,C_00033,svc_batch_grader,batch_job,m_claude_sonnet,anthropic,prod,us-west,output,372187,248,5.582805,2242,attributed
evt_mpaepm5c_740521,2026-05-17T23:29:00Z,C_00007,svc_trajectory_runner,backend_service,m_gemini_flash,google,prod,apac,cache_write,6476243,1079,2.590497,730,attributed
evt_mpa8upk0_849942,2026-05-17T20:45:00Z,C_00011,svc_playground,web_app,m_claude_haiku,anthropic,prod,us-east,cache_read,10287643,1715,0.823011,1886,attributed
evt_mp9opeg0_451437,2026-05-17T11:21:00Z,C_00011,svc_ingest,backend_service,m_claude_haiku,anthropic,prod,us-east,output,1409558,940,5.638232,630,partial
evt_mp9s2aao_831847,2026-05-17T12:55:00Z,C_00031,svc_annotation_api,backend_service,m_mistral_large,mistral,staging,us-west,input,2824909,471,5.649818,671,attributed
evt_mp934nhc_593507,2026-05-17T01:17:00Z,C_00001,svc_batch_grader,user_token,m_claude_opus,anthropic,prod,us-west,cache_read,1989050,332,2.983575,1463,attributed
evt_mp9d60qo_916035,2026-05-17T05:58:00Z,,,unknown,m_claude_sonnet,anthropic,prod,us-west,output,992427,662,14.886405,1199,unknown
evt_mp9wo6io_109264,2026-05-17T15:04:00Z,C_00009,svc_web_app,web_app,m_gemini_pro,google,staging,apac,cache_read,6774591,1129,2.371107,2082,attributed
evt_mp9qck2o_370325,2026-05-17T12:07:00Z,C_00011,svc_web_app,web_app,m_claude_haiku,anthropic,staging,us-east,input,10584877,1764,8.467902,885,attributed
evt_mp9xzrhc_170690,2026-05-17T15:41:00Z,C_00021,svc_batch_grader,user_token,m_claude_sonnet,anthropic,staging,eu,cache_read,10833268,1806,3.24998,369,partial
evt_mp9r2a00_668471,2026-05-17T12:27:00Z,C_00001,svc_headshot,backend_service,m_gpt5_mini,openai,staging,apac,output,2303573,1536,4.607146,720,attributed
evt_mp9lf36o_946243,2026-05-17T09:49:00Z,C_00029,svc_trajectory_runner,backend_service,m_claude_sonnet,anthropic,staging,us-east,input,6828501,1138,20.485503,571,attributed
evt_mp9uhqg0_984182,2026-05-17T14:03:00Z,C_00040,svc_trajectory_runner,backend_service,m_gpt4o,openai,staging,us-west,output,1490027,993,14.90027,2147,attributed
evt_mp9u8qdc_490820,2026-05-17T13:56:00Z,C_00011,svc_sourcing,backend_service,m_gpt4o,openai,prod,us-east,cache_read,1531278,255,1.914098,1977,attributed
evt_mp9l7deo_128918,2026-05-17T09:43:00Z,C_00012,svc_trajectory_runner,backend_service,m_gpt5_mini,openai,prod,us-west,cache_read,15143095,2524,0.757155,1476,attributed
evt_mpa7up9c_613313,2026-05-17T20:17:00Z,C_00026,svc_maven_agent,backend_service,m_claude_opus,anthropic,prod,us-east,output,443806,296,33.28545,2045,attributed
evt_mp9zcmqo_953283,2026-05-17T16:19:00Z,C_00032,svc_batch_grader,batch_job,m_gemini_flash,google,prod,us-east,cache_read,2026379,338,0.060791,1739,attributed
evt_mp9b3fk0_436506,2026-05-17T05:00:00Z,C_00021,svc_headshot,backend_service,m_claude_opus,anthropic,prod,apac,input,7073754,1179,106.10631,530,attributed
evt_mp9u8qdc_796961,2026-05-17T13:56:00Z,C_00011,svc_maven_agent,web_app,m_claude_sonnet,anthropic,prod,us-east,cache_write,4646533,774,17.424499,337,attributed
evt_mp9a24yo_606578,2026-05-17T04:31:00Z,C_00028,svc_annotation_api,backend_service,m_gpt5_mini,openai,staging,eu,cache_read,49806166,8301,2.490308,388,attributed
evt_mpaecr6o_207286,2026-05-17T23:19:00Z,C_00014,svc_batch_grader,batch_job,m_llama3_70b,meta,prod,us-east,output,2774507,1850,1.942155,,attributed
evt_mp90g79c_723299,2026-05-17T00:02:00Z,C_00016,svc_trajectory_runner,backend_service,m_gemini_flash,google,prod,us-west,input,6287122,1048,1.886137,811,attributed
evt_mp93t340_509800,2026-05-17T01:36:00Z,C_00018,svc_search,backend_service,m_claude_opus,anthropic,staging,us-east,cache_read,12971015,2162,19.456523,558,attributed
evt_mp99ezmo_308416,2026-05-17T04:13:00Z,C_00036,svc_web_app,web_app,m_gemini_flash,google,prod,apac,output,4677421,3118,5.612905,1209,attributed
evt_mp9q9zhc_529088,2026-05-17T12:05:00Z,C_00032,svc_playground,web_app,m_llama3_70b,meta,prod,us-east,output,1427098,951,0.998969,277,attributed
evt_mp90iruo_514970,2026-05-17T00:04:00Z,,,unknown,m_gpt5,openai,prod,apac,input,1855772,309,18.55772,910,unknown
evt_mp9guh9c_944245,2026-05-17T07:41:00Z,C_00023,svc_batch_grader,batch_job,m_gpt4o,openai,prod,us-west,output,5485751,3657,54.85751,3896,partial
evt_mp9drvs0_638912,2026-05-17T06:15:00Z,,,unknown,m_gpt5,openai,prod,us-east,input,3543544,591,35.43544,,unknown
evt_mpa3piw0_700871,2026-05-17T18:21:00Z,C_00031,svc_playground,web_app,m_gpt5_mini,openai,prod,us-west,input,4250732,708,2.125366,1006,partial
evt_mp9xf6qo_916371,2026-05-17T15:25:00Z,C_00027,svc_headshot,backend_service,m_claude_haiku,anthropic,prod,us-west,cache_read,13686864,2281,1.094949,2477,attributed
evt_mp9mgds0_474834,2026-05-17T10:18:00Z,C_00023,svc_trajectory_runner,backend_service,m_gpt5,openai,prod,us-west,cache_read,6885600,1148,8.607,1211,attributed
evt_mp9ex19c_693723,2026-05-17T06:47:00Z,C_00006,svc_ingest,backend_service,m_gpt4o,openai,prod,eu,input,25185303,4198,62.963258,926,attributed
evt_mp99wzs0_455178,2026-05-17T04:27:00Z,C_00029,svc_ingest,backend_service,m_claude_opus,anthropic,prod,apac,input,1096356,183,16.44534,2069,attributed
evt_mpaapkyo_754515,2026-05-17T21:37:00Z,C_00017,svc_annotation_api,backend_service,m_gpt5,openai,prod,apac,output,2511992,1675,75.35976,424,attributed
evt_mpa8s4yo_682029,2026-05-17T20:43:00Z,C_00034,svc_search,web_app,m_gemini_pro,google,prod,us-west,input,5585522,931,19.549327,771,attributed
evt_mp9u65s0_138005,2026-05-17T13:54:00Z,C_00032,svc_trajectory_runner,backend_service,m_gpt5,openai,prod,us-east,cache_read,5194731,866,6.493414,617,partial
evt_mpaaqv9c_471525,2026-05-17T21:38:00Z,C_00031,svc_web_app,user_token,m_gemini_pro,google,prod,us-west,output,725082,483,7.613361,906,attributed
evt_mp9kixs0_404091,2026-05-17T09:24:00Z,C_00021,svc_trajectory_runner,backend_service,m_claude_haiku,anthropic,prod,apac,input,3165690,528,2.532552,786,attributed
evt_mpa52e5c_554330,2026-05-17T18:59:00Z,C_00007,svc_batch_grader,batch_job,m_claude_sonnet,anthropic,prod,eu,input,14877325,2480,44.631975,9641,attributed
evt_mpa4o8w0_988832,2026-05-17T18:48:00Z,C_00021,svc_trajectory_runner,backend_service,m_claude_sonnet,anthropic,prod,apac,cache_read,1211371,202,0.363411,663,attributed
evt_mpaa2fmo_418173,2026-05-17T21:19:00Z,C_00036,svc_annotation_api,backend_service,m_gpt5,openai,prod,eu,input,17004439,2834,170.04439,262,attributed
evt_mp9p3jpc_240793,2026-05-17T11:32:00Z,C_00005,svc_search,backend_service,m_gemini_flash,google,prod,us-west,output,822542,548,0.98705,208,attributed
evt_mp9m28io_605484,2026-05-17T10:07:00Z,C_00024,svc_web_app,web_app,m_claude_sonnet,anthropic,staging,us-west,input,8990794,1498,26.972382,490,attributed
evt_mpa1x82o_263739,2026-05-17T17:31:00Z,C_00015,svc_annotation_api,backend_service,m_gpt5,openai,prod,us-east,output,1284484,856,38.53452,553,attributed
evt_mpa7gk00_184054,2026-05-17T20:06:00Z,C_00040,svc_annotation_api,backend_service,m_claude_sonnet,anthropic,prod,us-west,cache_read,12327873,2055,3.698362,258,attributed
evt_mp9523hc_260326,2026-05-17T02:11:00Z,C_00002,svc_annotation_api,web_app,m_gemini_pro,google,dev,us-east,input,2703028,451,9.460598,1724,partial
evt_mpa6a480_938638,2026-05-17T19:33:00Z,,,unknown,m_claude_haiku,anthropic,staging,us-east,output,1203052,802,4.812208,1609,unknown
evt_mp9jqn9c_807657,2026-05-17T09:02:00Z,C_00011,svc_web_app,web_app,m_claude_sonnet,anthropic,prod,us-east,input,1658851,276,4.976553,2628,attributed
evt_mpae8wao_132638,2026-05-17T23:16:00Z,,,unknown,m_gpt4o,openai,prod,apac,cache_write,5962699,994,17.888097,2939,unknown
evt_mp9staio_414995,2026-05-17T13:16:00Z,C_00022,svc_web_app,web_app,m_gemini_pro,google,dev,apac,output,1517896,1012,15.937908,1844,attributed
evt_mp9bufs0_581087,2026-05-17T05:21:00Z,,,unknown,m_claude_haiku,anthropic,prod,apac,output,1736341,1158,6.945364,1602,unknown
evt_mpa8hulc_566136,2026-05-17T20:35:00Z,C_00007,svc_trajectory_runner,backend_service,m_gpt5,openai,prod,apac,output,172145,115,5.16435,706,attributed
evt_mp91dmyo_684835,2026-05-17T00:28:00Z,C_00024,svc_ingest,backend_service,m_gpt5,openai,prod,apac,input,4329009,722,43.29009,1511,partial
evt_mp95b3k0_777721,2026-05-17T02:18:00Z,C_00034,svc_trajectory_runner,backend_service,m_gpt5,openai,staging,us-east,cache_read,3007524,501,3.759405,1447,attributed
evt_mpaexbxc_141773,2026-05-17T23:35:00Z,C_00020,svc_web_app,web_app,m_claude_sonnet,anthropic,prod,us-west,output,228578,152,3.42867,1459,attributed
evt_mpaca600_917717,2026-05-17T22:21:00Z,C_00012,svc_headshot,user_token,m_gpt5_mini,openai,prod,eu,output,1755724,1170,3.511448,1599,attributed
evt_mp9nqog0_194228,2026-05-17T10:54:00Z,C_00036,svc_batch_grader,web_app,m_gemini_pro,google,prod,eu,output,1951896,1301,20.494908,1573,attributed
evt_mpa92fc0_565341,2026-05-17T20:51:00Z,,,unknown,m_gpt5,openai,dev,us-east,input,714064,119,7.14064,,unknown
evt_mp97y9hc_233071,2026-05-17T03:32:00Z,C_00024,svc_web_app,web_app,m_claude_haiku,anthropic,prod,us-west,input,21783376,3631,17.426701,259,attributed
evt_mp9d9vmo_820101,2026-05-17T06:01:00Z,C_00005,svc_maven_agent,backend_service,m_llama3_70b,meta,prod,us-west,input,2680942,447,1.608565,326,attributed
evt_mpaaw0g0_552912,2026-05-17T21:42:00Z,C_00015,svc_web_app,user_token,m_gpt4o,openai,prod,us-east,cache_write,328630,55,0.98589,3550,attributed
evt_mp9mciw0_240243,2026-05-17T10:15:00Z,C_00038,svc_annotation_api,backend_service,m_gpt5_mini,openai,prod,eu,output,512966,342,1.025932,1253,attributed
evt_mp97wz6o_257976,2026-05-17T03:31:00Z,C_00032,svc_annotation_api,backend_service,m_claude_sonnet,anthropic,prod,us-east,output,493040,329,7.3956,507,attributed
evt_mp9io2dc_228831,2026-05-17T08:32:00Z,C_00018,svc_search,backend_service,m_claude_opus,anthropic,prod,us-east,input,7912918,1319,118.69377,1511,attributed
